include,text,sql,base_id,sql_id
,how many students are female in each district,"select district as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census group by year, district",9,79
,how many Junior Secondary students are female in each district,"select district as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census  where school_level = 'Junior Secondary' group by year, district",9,233
,show me the how many students are female,"select 'total_students' as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census group by year",9,9
,show me the how many students are female in Bo district,"select 'total_students' as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census where district=""Bo"" group by year",9,45
,show me the how many students are female by district,"select district as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census group by year, district",9,79
,show me the how many students are female by school level,"select school_level as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census group by year, school_level",9,108
,show me the how many students are female in Bo district by school level,"select school_level as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census where district=""Bo"" group by year, school_level",9,137
,show me the how many Junior Secondary students are female,"select 'total_students' as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census  where school_level = 'Junior Secondary' group by year",9,168
,show me the how many Senior Secondary students are female in Bo district,"select 'total_students' as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census where school_level = 'Senior Secondary' and district=""Bo"" group by year",9,201
,show me the how many Junior Secondary students are female by district,"select district as 'group', year as 'key', sum(total_female_enrolled) as 'value', 1 as queryType from census  where school_level = 'Junior Secondary' group by year, district",9,233
,share students who are disabled,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year",10,10
,share students who are disabled in Port Loko district,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where district=""Port Loko"" group by year",10,46
,share students who are disabled by district,"select district as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year, district",10,80
,share students who are disabled by school level,"select school_level as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year, school_level",10,109
,share students who are disabled in Port Loko district by school level,"select school_level as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where district=""Port Loko"" group by year, school_level",10,138
,share Pre-Primary students who are disabled,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year",10,169
,share Primary students who are disabled in Port Loko district,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where school_level = 'Primary' and district=""Port Loko"" group by year",10,202
,share Pre-Primary students who are disabled by district,"select district as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year, district",10,234
,percentage students who are disabled,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year",10,10
,percentage students who are disabled in Port Loko district,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where district=""Port Loko"" group by year",10,46
,percentage students who are disabled in each district,"select district as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year, district",10,80
,percentage students who are disabled by school level,"select school_level as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year, school_level",10,109
,percentage students who are disabled in Port Loko district by school level,"select school_level as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where district=""Port Loko"" group by year, school_level",10,138
,percentage Pre-Primary students who are disabled,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year",10,169
,percentage Primary students who are disabled in Port Loko district,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where school_level = 'Primary' and district=""Port Loko"" group by year",10,202
,percentage Pre-Primary students who are disabled in each district,"select district as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year, district",10,234
,show me the share students who are disabled,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year",10,10
,show me the share students who are disabled in Port Loko district,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where district=""Port Loko"" group by year",10,46
,show me the share students who are disabled by district,"select district as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year, district",10,80
,show me the share students who are disabled by school level,"select school_level as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year, school_level",10,109
,show me the share students who are disabled in Port Loko district by school level,"select school_level as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where district=""Port Loko"" group by year, school_level",10,138
,show me the share Pre-Primary students who are disabled,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year",10,169
,show me the share Primary students who are disabled in Port Loko district,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where school_level = 'Primary' and district=""Port Loko"" group by year",10,202
,show me the share Pre-Primary students who are disabled by district,"select district as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year, district",10,234
,what is the share students who are disabled,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year",10,10
,what is the share students who are disabled in Port Loko district,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where district=""Port Loko"" group by year",10,46
,what is the share students who are disabled by district,"select district as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year, district",10,80
,what is the share students who are disabled by school level,"select school_level as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census group by year, school_level",10,109
,what is the share students who are disabled in Port Loko district by school level,"select school_level as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where district=""Port Loko"" group by year, school_level",10,138
,what is the share Pre-Primary students who are disabled,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year",10,169
,what is the share Primary students who are disabled in Port Loko district,"select 'share_students' as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census where school_level = 'Primary' and district=""Port Loko"" group by year",10,202
,what is the share Pre-Primary students who are disabled by district,"select district as 'group', year as 'key', 100*sum(total_disability) /sum(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year, district",10,234
,how many students are disabled,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census group by year",11,11
1,how many students are disabled in Moyamba district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census where district=""Moyamba"" group by year",11,47
,how many students are disabled by district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census group by year, district",11,81
,how many students are disabled by school level,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census group by year, school_level",11,110
,how many students are disabled in Moyamba district by school level,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census where district=""Moyamba"" group by year, school_level",11,139
,how many Secondary students are disabled,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census  where school_level in ('Juior Secondary', 'Senior Secondary') group by year",11,170
,how many Junior Secondary students are disabled in Moyamba district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census where school_level = 'Junior Secondary' and district=""Moyamba"" group by year",11,203
,how many Secondary students are disabled by district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census  where school_level in ('Juior Secondary', 'Senior Secondary') group by year, district",11,235
,how many students are disabled in each district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census group by year, district",11,81
,how many Secondary students are disabled in each district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census  where school_level in ('Juior Secondary', 'Senior Secondary') group by year, district",11,235
,show me the how many students are disabled,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census group by year",11,11
,show me the how many students are disabled in Moyamba district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census where district=""Moyamba"" group by year",11,47
,show me the how many students are disabled by district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census group by year, district",11,81
,show me the how many students are disabled by school level,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census group by year, school_level",11,110
,show me the how many students are disabled in Moyamba district by school level,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census where district=""Moyamba"" group by year, school_level",11,139
,show me the how many Secondary students are disabled,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census  where school_level in ('Juior Secondary', 'Senior Secondary') group by year",11,170
,show me the how many Junior Secondary students are disabled in Moyamba district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census where school_level = 'Junior Secondary' and district=""Moyamba"" group by year",11,203
,show me the how many Secondary students are disabled by district,"select 'total students' as 'group', year as 'key', sum(total_disability) as 'value', 1 as queryType from census  where school_level in ('Juior Secondary', 'Senior Secondary') group by year, district",11,235
,share students who repeated a grade,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year",12,12
,share students who repeated a grade in Kambia district,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where district=""Kambia"" group by year",12,48
,share students who repeated a grade by district,"select district as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, district",12,82
,share students who repeated a grade by school level,"select school_level as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, school_level",12,111
,share students who repeated a grade in Kambia district by school level,"select school_level as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where district=""Kambia"" group by year, school_level",12,140
,share Senior Secondary students who repeated a grade,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census  where school_level = 'Senior Secondary' group by year",12,171
,share Pre-Primary students who repeated a grade in Kambia district,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where school_level = 'Pre-Primary' and district=""Kambia"" group by year",12,204
,share Senior Secondary students who repeated a grade by district,"select district as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census  where school_level = 'Senior Secondary' group by year, district",12,236
,percentage students who repeated a grade,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year",12,12
,percentage students who repeated a grade in Kambia district,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where district=""Kambia"" group by year",12,48
,percentage students who repeated a grade in each district,"select district as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, district",12,82
,percentage students who repeated a grade by school level,"select school_level as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, school_level",12,111
,percentage students who repeated a grade in Kambia district by school level,"select school_level as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where district=""Kambia"" group by year, school_level",12,140
,percentage Senior Secondary students who repeated a grade,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census  where school_level = 'Senior Secondary' group by year",12,171
,percentage Pre-Primary students who repeated a grade in Kambia district,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where school_level = 'Pre-Primary' and district=""Kambia"" group by year",12,204
,percentage Senior Secondary students who repeated a grade in each district,"select district as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census  where school_level = 'Senior Secondary' group by year, district",12,236
,show me the share students who repeated a grade,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year",12,12
,show me the share students who repeated a grade in Kambia district,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where district=""Kambia"" group by year",12,48
,show me the share students who repeated a grade by district,"select district as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, district",12,82
,show me the share students who repeated a grade by school level,"select school_level as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, school_level",12,111
,show me the share students who repeated a grade in Kambia district by school level,"select school_level as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where district=""Kambia"" group by year, school_level",12,140
,show me the share Senior Secondary students who repeated a grade,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census  where school_level = 'Senior Secondary' group by year",12,171
,show me the share Pre-Primary students who repeated a grade in Kambia district,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where school_level = 'Pre-Primary' and district=""Kambia"" group by year",12,204
,show me the share Senior Secondary students who repeated a grade by district,"select district as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census  where school_level = 'Senior Secondary' group by year, district",12,236
,what is the share students who repeated a grade,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year",12,12
,what is the share students who repeated a grade in Kambia district,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where district=""Kambia"" group by year",12,48
,what is the share students who repeated a grade by district,"select district as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, district",12,82
,what is the share students who repeated a grade by school level,"select school_level as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, school_level",12,111
,what is the share students who repeated a grade in Kambia district by school level,"select school_level as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where district=""Kambia"" group by year, school_level",12,140
,what is the share Senior Secondary students who repeated a grade,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census  where school_level = 'Senior Secondary' group by year",12,171
,what is the share Pre-Primary students who repeated a grade in Kambia district,"select 'share_students' as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where school_level = 'Pre-Primary' and district=""Kambia"" group by year",12,204
,what is the share Senior Secondary students who repeated a grade by district,"select district as 'group', year as 'key', 100*sum(total_repeaters) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census  where school_level = 'Senior Secondary' group by year, district",12,236
,how many students have repeated a grade,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census group by year",13,13
,how many students have repeated a grade in Bonthe district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census where district=""Bonthe"" group by year",13,49
,how many students have repeated a grade by district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census group by year, district",13,83
,how many students have repeated a grade by school level,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census group by year, school_level",13,112
,how many students have repeated a grade in Bonthe district by school level,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census where district=""Bonthe"" group by year, school_level",13,141
,how many Primary students have repeated a grade,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census  where school_level = 'Primary' group by year",13,172
,how many Secondary students have repeated a grade in Bonthe district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and district=""Bonthe"" group by year",13,205
,how many Primary students have repeated a grade by district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census  where school_level = 'Primary' group by year, district",13,237
,how many students have repeated a grade in each district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census group by year, district",13,83
,how many Primary students have repeated a grade in each district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census  where school_level = 'Primary' group by year, district",13,237
,show me the how many students have repeated a grade,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census group by year",13,13
,show me the how many students have repeated a grade in Bonthe district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census where district=""Bonthe"" group by year",13,49
,show me the how many students have repeated a grade by district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census group by year, district",13,83
,show me the how many students have repeated a grade by school level,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census group by year, school_level",13,112
,show me the how many students have repeated a grade in Bonthe district by school level,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census where district=""Bonthe"" group by year, school_level",13,141
,show me the how many Primary students have repeated a grade,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census  where school_level = 'Primary' group by year",13,172
,show me the how many Secondary students have repeated a grade in Bonthe district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and district=""Bonthe"" group by year",13,205
,show me the how many Primary students have repeated a grade by district,"select 'total students' as 'group', year as 'key', sum(total_repeaters)  as 'value', 1 as queryType from census  where school_level = 'Primary' group by year, district",13,237
,share teachers male,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year",14,14
,share teachers male in Kono district,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where district=""Kono"" group by year",14,50
,share teachers male by district,"select district as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year, district",14,84
,share teachers male by school level,"select school_level as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year, school_level",14,113
,share teachers male in Kono district by school level,"select school_level as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where district=""Kono"" group by year, school_level",14,142
,share Junior Secondary teachers male,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census  where school_level = 'Junior Secondary' group by year",14,173
,share Senior Secondary teachers male in Kono district,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where school_level = 'Senior Secondary' and district=""Kono"" group by year",14,206
,share Junior Secondary teachers male by district,"select district as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census  where school_level = 'Junior Secondary' group by year, district",14,238
,percentage teachers male,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year",14,14
,percentage teachers male in Kono district,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where district=""Kono"" group by year",14,50
,percentage teachers male in each district,"select district as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year, district",14,84
,percentage teachers male by school level,"select school_level as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year, school_level",14,113
,percentage teachers male in Kono district by school level,"select school_level as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where district=""Kono"" group by year, school_level",14,142
1,percentage Junior Secondary teachers male,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census  where school_level = 'Junior Secondary' group by year",14,173
,percentage Senior Secondary teachers male in Kono district,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where school_level = 'Senior Secondary' and district=""Kono"" group by year",14,206
,percentage Junior Secondary teachers male in each district,"select district as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census  where school_level = 'Junior Secondary' group by year, district",14,238
,show me the share teachers male,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year",14,14
,show me the share teachers male in Kono district,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where district=""Kono"" group by year",14,50
,show me the share teachers male by district,"select district as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year, district",14,84
,show me the share teachers male by school level,"select school_level as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year, school_level",14,113
,show me the share teachers male in Kono district by school level,"select school_level as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where district=""Kono"" group by year, school_level",14,142
,show me the share Junior Secondary teachers male,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census  where school_level = 'Junior Secondary' group by year",14,173
,show me the share Senior Secondary teachers male in Kono district,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where school_level = 'Senior Secondary' and district=""Kono"" group by year",14,206
,show me the share Junior Secondary teachers male by district,"select district as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census  where school_level = 'Junior Secondary' group by year, district",14,238
,what is the share teachers male,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year",14,14
,what is the share teachers male in Kono district,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where district=""Kono"" group by year",14,50
,what is the share teachers male by district,"select district as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year, district",14,84
,what is the share teachers male by school level,"select school_level as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census group by year, school_level",14,113
,what is the share teachers male in Kono district by school level,"select school_level as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where district=""Kono"" group by year, school_level",14,142
,what is the share Junior Secondary teachers male,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census  where school_level = 'Junior Secondary' group by year",14,173
,what is the share Senior Secondary teachers male in Kono district,"select 'share_teachers' as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census where school_level = 'Senior Secondary' and district=""Kono"" group by year",14,206
,what is the share Junior Secondary teachers male by district,"select district as 'group', year as 'key', 100*sum(total_male_teachers)/sum(cast(total_teachers as real)) as 'value', 2 as queryType from census  where school_level = 'Junior Secondary' group by year, district",14,238
,how many female teachers,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census group by year",15,15
,how many female teachers in Western Area Rural district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census where district=""Western Area Rural"" group by year",15,51
,how many female teachers by district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census group by year, district",15,85
,how many female teachers by school level,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census group by year, school_level",15,114
1,how many female teachers in Western Area Rural district by school level,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census where district=""Western Area Rural"" group by year, school_level",15,143
,how many female Pre-Primary teachers,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census  where school_level = 'Pre-Primary' group by year",15,174
,how many female Primary teachers in Western Area Rural district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census where school_level = 'Primary' and district=""Western Area Rural"" group by year",15,207
,how many female Pre-Primary teachers by district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census  where school_level = 'Pre-Primary' group by year, district",15,239
,how many female teachers in each district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census group by year, district",15,85
,how many female Pre-Primary teachers in each district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census  where school_level = 'Pre-Primary' group by year, district",15,239
,show me the how many female teachers,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census group by year",15,15
,show me the how many female teachers in Western Area Rural district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census where district=""Western Area Rural"" group by year",15,51
,show me the how many female teachers by district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census group by year, district",15,85
,show me the how many female teachers by school level,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census group by year, school_level",15,114
,show me the how many female teachers in Western Area Rural district by school level,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census where district=""Western Area Rural"" group by year, school_level",15,143
,show me the how many female Pre-Primary teachers,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census  where school_level = 'Pre-Primary' group by year",15,174
